Department,Discipline,Course,Section,Instructor,A,B,C,D,F,P,NP,IX,SP,W,EW,TotalCount
,,,3672,BRICKLEY B,8.0,2.0,4.0,,8.0,,,,,,1.0,23
,,,3686,POOLE J R,5.0,5.0,2.0,,9.0,,,,,,2.0,23
,,,3693,HARRISTON R,6.0,,,,8.0,,,,,,4.0,18
,,,4081,MURPHY E M,10.0,,5.0,4.0,,,,,,,2.0,21
,,,4082,NELSON P M,12.0,1.0,,,3.0,,,1.0,,,6.0,23
,,,4083,OBA R K,4.0,3.0,1.0,11.0,,,1.0,,,,3.0,23
,,,4085,WILL L J,6.0,4.0,,,8.0,,,,,,4.0,22
,,,4086,TRAYNHAM K,5.0,5.0,3.0,,6.0,,,,,,2.0,21
,,ENGL    2,2198,BELL S L,8.0,3.0,5.0,1.0,5.0,,,1.0,,,1.0,24
,,,2199,SANDOVAL A,7.0,5.0,1.0,,4.0,,,,,,2.0,19
,,,2200,GILDNER B J,3.0,7.0,8.0,1.0,,,,,,,3.0,22
,,,2201,WINKLER K D,8.0,2.0,3.0,1.0,1.0,,,,,,11.0,26
,,,2202,PADILLA M R,14.0,8.0,,1.0,,,,,,,3.0,26
,,,2203,LIVANIS L,6.0,5.0,5.0,3.0,2.0,,,,,,4.0,25
,,,2204,HERTZ U L,3.0,10.0,4.0,,1.0,,,,,,4.0,22
,,,2205,IRELAND S P,13.0,3.0,,1.0,2.0,,,,,,3.0,22
,,,2206,DRISCOLL L V,14.0,4.0,,,1.0,,,,,,6.0,25
,,,2207,DIAZ D M,7.0,,2.0,,8.0,,,2.0,,,3.0,22
,,,2209,BELL S L,13.0,3.0,2.0,2.0,1.0,,,,,,3.0,24
,,,2210,MEEKS C,10.0,5.0,2.0,,,,,,,,4.0,21
,,,2211,GILDNER B J,7.0,4.0,6.0,3.0,,,,,,,2.0,22
,,,2212,WINKLER K D,12.0,5.0,1.0,,,,,,,,7.0,25
,,,2213,MARTINEZ-GIL C,5.0,4.0,1.0,4.0,5.0,,,,,,5.0,24
,,,2214,LIVANIS L,5.0,7.0,3.0,,3.0,,,,,,6.0,24
,,,2215,HERTZ U L,7.0,4.0,1.0,,1.0,,,,,,10.0,23
,,,2217,ANDERSON E,10.0,8.0,3.0,,,,,,,,3.0,24
,,,2218,IRELAND S P,11.0,2.0,3.0,2.0,,,,1.0,,,3.0,22
,,,2219,OBA R K,11.0,2.0,2.0,4.0,,,,,,,4.0,23
,,,2220,GILDNER B J,4.0,6.0,5.0,3.0,,,,,,,5.0,23
,,,2221,ANDERSON E,9.0,9.0,1.0,1.0,1.0,,,,,,2.0,23
,,,2225,DAVIS C V,6.0,2.0,3.0,1.0,2.0,,,1.0,,,3.0,18
,,,2226,OBA R K,7.0,2.0,2.0,4.0,,,,,,,6.0,21
,,,2227,BELL S L,14.0,6.0,,,4.0,,,,,,,24
,,,2228,MEEKS C,11.0,5.0,3.0,,,,,,,,5.0,24
,,,2229,DAVIS C V,9.0,8.0,1.0,,3.0,,,1.0,,,1.0,23
,,,2230,HERBERT S,20.0,1.0,1.0,,,,,,,,3.0,25
,,,2231,PRITCHARD L A,9.0,6.0,4.0,,,,,,,,8.0,27
,,,2232,ROBINSON B,17.0,,2.0,1.0,3.0,,,,,,1.0,24
,,,2233,IRELAND S P,13.0,3.0,1.0,5.0,,,1.0,,,,1.0,24
,,,2236,ROBINSON B,19.0,1.0,,,2.0,,,,,,2.0,24
,,,2237,MATTESSICH S N,4.0,10.0,4.0,1.0,3.0,,,,,,2.0,24
,,,2238,ROSS M S,8.0,5.0,7.0,,,,,,,,4.0,24
,,,2239,PRITCHARD L A,6.0,4.0,4.0,,2.0,,,,,,5.0,21
,,,2240,EDELMANN C,6.0,8.0,4.0,2.0,,,,,,,1.0,21
,,,2241,BARHAM A C,24.0,,,,1.0,,,,,,,25
,,,2242,MURPHY E M,19.0,,3.0,,,,,,,,2.0,24
,,,2244,DEL GEORGE D K,8.0,9.0,,,2.0,,,,,,4.0,23
,,,2245,RAJSKI B,17.0,5.0,1.0,,,,,1.0,,,1.0,25
,,,2246,BONAR H S,9.0,6.0,2.0,,,,,,,,7.0,24
,,,2247,DAVISON  IV G S,15.0,5.0,2.0,,1.0,1.0,1.0,,,,1.0,26
,,,2248,DAVISON  IV G S,14.0,6.0,,1.0,2.0,,,,,,2.0,25
,,,2249,CRAMER T R,21.0,1.0,,,2.0,,,,,,1.0,25
,,,2250,DEL GEORGE D K,14.0,5.0,3.0,1.0,,,,,,,2.0,25
,,,2251,CRAMER T R,13.0,8.0,,,1.0,,,,,,1.0,23
,,,2252,GRIFFY W J,10.0,3.0,1.0,1.0,3.0,,,,,,3.0,21
,,,2253,OVERALL S J,,9.0,1.0,1.0,,,,,,,10.0,21
,,,2254,ONUGHA E L,20.0,1.0,1.0,,1.0,,,,,,,23
,,,2255,OVERALL S J,1.0,8.0,7.0,3.0,,,,,,,5.0,24
,,,2257,PHILLIPS L K,7.0,4.0,,2.0,,,,,,,9.0,22
,,,2258,REMMES J,4.0,6.0,3.0,,1.0,,,,,,3.0,17
,,,2259,ENGELMANN D S,20.0,4.0,,,,,,,,,1.0,25
,,,2260,BLACKWELL N,10.0,2.0,,1.0,4.0,,,,,,5.0,22
,,,2261,GOODE S S,10.0,9.0,1.0,,,,,,,,2.0,22
,,,2262,VISHWANADHA H,1.0,1.0,8.0,2.0,6.0,,,2.0,,,3.0,23
,,,2263,BLACKWELL N,13.0,,,,2.0,,1.0,,,,4.0,20
,,,2264,GOODE S S,8.0,10.0,5.0,,,,,,,,1.0,24
,,,2265,HASSMAN T,9.0,,4.0,1.0,1.0,,,,,,5.0,20
,,,2266,MISAGHI A M,17.0,3.0,3.0,,,,,,,,2.0,25
,,,2267,MISAGHI A M,12.0,8.0,,,1.0,,,,,,3.0,24
,,,2268,JANAKOS L D,8.0,4.0,1.0,1.0,2.0,,,1.0,,,4.0,21
,,,2269,HOTSINPILLER MATTH,7.0,4.0,,1.0,1.0,,,,,,7.0,20
,,,2270,OVERALL S J,2.0,4.0,,,1.0,1.0,,,,,11.0,19
,,,2271,ARIEFF D E,8.0,5.0,1.0,1.0,2.0,,,,,,4.0,21
,,,2272,ADAMS J J,2.0,5.0,4.0,1.0,2.0,,,2.0,,,3.0,19
,,,2273,ARIEFF D E,8.0,4.0,1.0,1.0,2.0,,,,,,4.0,20
,,,2274,ADAMS J J,4.0,2.0,5.0,,2.0,,,1.0,,,5.0,19
,,,2275,JANAKOS L D,4.0,,2.0,1.0,2.0,,,,,,13.0,22
,,,2276,JANAKOS L D,6.0,2.0,1.0,,5.0,,,,,,3.0,17
,,,2277,PHILLIPS L K,4.0,3.0,,4.0,,1.0,,,,,5.0,17
,,,2278,ANDERSON E,12.0,5.0,2.0,2.0,5.0,,,,,,3.0,29
,,,3709,HARRISON A,8.0,,3.0,1.0,3.0,,,,,,8.0,23
,,,4088,PADILLA M R,11.0,4.0,,3.0,1.0,,,,,,7.0,26
,,,4089,ENGELMANN D S,20.0,1.0,1.0,2.0,,,,,,,2.0,26
,,,4090,MURPHY E M,15.0,5.0,1.0,,,,,,,,1.0,22
,,ENGL    3,2279,HUMPHREY T F,17.0,4.0,1.0,,,,,1.0,,,1.0,24
,,ENGL    4,2280,HERBERT S,14.0,1.0,1.0,1.0,1.0,,,,,,1.0,19
,,ENGL    5,2281,DRISCOLL L V,10.0,,,2.0,,,,,,,2.0,14
,,,2282,REMMES J,5.0,6.0,6.0,1.0,1.0,,,,,,13.0,32
,,ENGL    6,4091,MATTESSICH S N,12.0,3.0,1.0,,1.0,,,,,,6.0,23
,,ENGL    7,2283,ONUGHA E L,21.0,3.0,1.0,,3.0,,,1.0,,,4.0,33
,,ENGL    8,2284,ROSS M S,5.0,7.0,4.0,1.0,,,,,,,4.0,21
,,ENGL   10,2285,GRIFFY W J,19.0,3.0,1.0,2.0,1.0,1.0,,,,,2.0,29
,,ENGL   15,2286,REMMES J,5.0,5.0,,2.0,,,,,,,6.0,18
,,ENGL   20,2288,O'HARA D M,3.0,4.0,3.0,2.0,4.0,,,,,,5.0,21
,,,2289,DAVISON  IV G S,10.0,,3.0,,4.0,,,,,,2.0,19
,,ENGL   23,2290,OLSEN S E,2.0,4.0,4.0,1.0,2.0,,,,,,2.0,15
,,ENGL   24,2292,DAVISON  IV G S,8.0,4.0,2.0,,3.0,1.0,,,,,4.0,22
,,ENGL   26,2293,REMMES J,,1.0,1.0,,,,,,,,,2
,,ENGL   28,2294,KRUG J M,,,,,,12.0,6.0,,,,3.0,21
,,,2295,LIVANIS L,,,,,,7.0,11.0,,,,7.0,25
,,,2296,KOZAK J P,,,,,,11.0,10.0,,,,4.0,25
,,,2297,GARNICA A M,,,,,,6.0,7.0,,,,12.0,25
,,,2298,WRIGHT N E,,,,,,8.0,14.0,,,,2.0,24
,,,2299,BOSTICK J D,,,,,,8.0,2.0,,,,11.0,21
,,,2300,SCHNITZLER A P,,,,,,9.0,2.0,,,,14.0,25
,,,2301,DURAN A,,,,,,5.0,6.0,4.0,,,3.0,18
,,,2302,SCHNITZLER A P,,,,,,10.0,2.0,,,,11.0,23
,,,2303,HERBERT S,,,,,,17.0,6.0,,,,2.0,25
,,,2304,DIAZ D M,,,,,,6.0,9.0,2.0,,,4.0,21
,,,2305,NELSON LAUNA A,,,,,,10.0,12.0,,,,3.0,25
,,,2306,DIXON M J,,,,,,10.0,10.0,,,,5.0,25
,,,2307,HERNANDEZ J K,,,,,,10.0,13.0,,,,,23
,,,2309,LIVANIS L,,,,,,8.0,7.0,,,,7.0,22
,,,2310,ROBINSON B,,,,,,15.0,4.0,,,,5.0,24
,,,2311,KRUG J M,,,,,,11.0,12.0,,,,3.0,26
,,,2312,WRIGHT N E,,,,1.0,,17.0,4.0,,,,4.0,26
,,,2313,NELSON LAUNA A,,,,,,9.0,11.0,,,,5.0,25
,,,2314,BOSTICK J D,,,,,,9.0,1.0,,,,10.0,20
,,,2315,GONZALEZ S G,,,,,,11.0,11.0,,,,3.0,25
,,,2316,DURAN A,,,,,,5.0,9.0,5.0,,,3.0,22
,,,2317,HERBERT S,,,,,,14.0,9.0,,,,2.0,25
,,,2318,GARNICA A M,,,,,,4.0,6.0,,,,12.0,22
,,,2319,BALACANAO D J,,,,,,14.0,5.0,1.0,,,3.0,23
,,,2320,BARHAM A C,,,,,,13.0,5.0,,,,8.0,26
,,,2321,DIXON M J,,,,,,6.0,8.0,,,,10.0,24
,,,2322,NELSON P M,,,,,,16.0,5.0,,,,3.0,24
,,,2323,PEEPLES R A,,,,,,12.0,12.0,,,,3.0,27
,,,2325,GRIFFITH M E,1.0,4.0,,,10.0,,,,,,7.0,22
,,,2326,KUNIMOTO T A,,,,,,9.0,8.0,,,,4.0,21
,,,2330,COLMER I H,,,,,,13.0,4.0,,,,5.0,22
,,,2332,CLIETT V L,,,,,,5.0,9.0,,,,10.0,24
,,,2333,BARHAM A C,,,,,,13.0,6.0,,,,6.0,25
,,,2334,POOLE J R,,,,,,8.0,9.0,,,,2.0,19
,,,2335,HERNANDEZ J K,,,,,,13.0,5.0,,,,3.0,21
,,,2340,CARDENAS T P,,,,,,13.0,3.0,,,,6.0,22
,,,2341,BLACKWELL N,,,,,,5.0,5.0,1.0,,,13.0,24
,,,2342,BLACKWELL N,,,,,,7.0,5.0,,,,11.0,23
,,,2343,GRIFFY W J,,,,,,6.0,12.0,1.0,,,4.0,23
,,,2345,GRIFFY W J,,,,,,11.0,7.0,,,,4.0,22
,,,2346,WEATHERFORD K C,,,,,,11.0,4.0,,,,8.0,23
,,,2347,WEATHERFORD K C,,,,,,16.0,5.0,,,,3.0,24
,,,2349,WEATHERFORD K C,,,,,,16.0,2.0,,,,5.0,23
,,,3662,HAVENNER J K,,,,,,9.0,12.0,,,,2.0,23
,,,4092,NELSON P M,,,,,,13.0,3.0,1.0,,,6.0,23
,,ENGL   30A,2351,PADILLA M R,12.0,2.0,1.0,,,,,,,,5.0,20
,,,4093,DOUCET W J,19.0,,,1.0,,,,,,,3.0,23
,,,4094,ARIEFF D E,9.0,1.0,1.0,,4.0,,,,,,2.0,17
,,,4095,ROBINSON B,16.0,1.0,,2.0,,,,,,,3.0,22
,,,4096,PADILLA M R,13.0,2.0,,,,,,,,,4.0,19
,,ENGL   30B,2352,PADILLA M R,6.0,2.0,,,,,,,,,1.0,9
,,,4097,DOUCET W J,2.0,,,,,,,,,,2.0,4
,,,4098,ARIEFF D E,3.0,,,,2.0,1.0,,,,,1.0,7
,,,4099,PADILLA M R,3.0,,,,,,,,,,2.0,5
,,ENGL   31,2353,CAGGIANO S E,5.0,3.0,1.0,1.0,2.0,1.0,,1.0,,,7.0,21
,,ENGL   40,2354,DAVISON  IV G S,13.0,1.0,1.0,,7.0,,,,,,5.0,27
,,ENGL   50,2355,CARDENAS T P,15.0,7.0,1.0,2.0,,,,,,,6.0,31
,,ENGL   51,2356,MEYER E E,2.0,3.0,,2.0,1.0,,,,,,1.0,9
,,ENGL   61,2357,DEL GEORGE D K,14.0,4.0,4.0,1.0,3.0,1.0,1.0,,,,2.0,30
,,ENGL   62,2358,VISHWANADHA H,2.0,2.0,1.0,2.0,3.0,,,,,,6.0,16
,HUM,HUM    26,2609,REMMES J,6.0,6.0,2.0,3.0,1.0,,,,,,5.0,23
,REL ST,REL ST 51,3358,MEYER E E,7.0,5.0,1.0,1.0,1.0,,,,,,5.0,20
ESL,ESL,ESL    10G,2365,KOENIG GOLOMBEK L,11.0,4.0,3.0,,2.0,,,,,,,20
,,,4321,YENSER S J,5.0,5.0,5.0,1.0,,,,,,,2.0,18
,,ESL    10W,2366,ALLIE S M,6.0,6.0,3.0,,1.0,,,,,,,16
,,,4105,STIVENER M,8.0,4.0,6.0,,1.0,,,,,,,19
,,ESL    11A,2367,KAHN A B,4.0,8.0,6.0,3.0,1.0,,,,,,,22
,,,2368,MARASCO J A,6.0,10.0,5.0,3.0,,,,,,,1.0,25
,,,4106,GRAZIADEI K N,4.0,11.0,1.0,2.0,2.0,,,,,,,20
,,ESL    14A,2370,SPECTOR A L,11.0,9.0,2.0,,4.0,1.0,1.0,,,,,28
,,ESL    14B,2371,SPECTOR A L,9.0,4.0,2.0,,1.0,1.0,,,,,1.0,18
,,ESL    15,3621,BOSTWICK L H,7.0,3.0,1.0,1.0,1.0,,,,,,1.0,14
,,ESL    16A,2373,HOLMES W J,3.0,4.0,1.0,,3.0,,1.0,,,,1.0,13
,,ESL    16B,4308,KAHN A B,1.0,4.0,,,1.0,,,,,,3.0,9
,,ESL    17,2375,STIVENER M,8.0,3.0,,1.0,1.0,,1.0,,,,1.0,15
,,ESL    19A,2378,IBARAKI A T,9.0,6.0,,1.0,3.0,1.0,,,,2.0,2.0,24
,,,2380,IBARAKI A T,8.0,3.0,5.0,3.0,2.0,1.0,1.0,,,,2.0,25
,,,2381,ALLIE S M,4.0,6.0,4.0,2.0,,7.0,,,,,1.0,24
,,,3639,KIM E,3.0,4.0,5.0,1.0,2.0,2.0,1.0,,,,2.0,20
,,,4310,GRAZIADEI K N,12.0,4.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,24
,,ESL    19B,2382,KUNIMOTO T A,3.0,6.0,4.0,1.0,2.0,6.0,1.0,,,,2.0,25
,,,2383,LEVEQUE V F,9.0,9.0,1.0,,2.0,2.0,,,,,1.0,24
,,,2384,YENSER S J,5.0,5.0,,,2.0,1.0,1.0,1.0,,,1.0,16
,,,2385,WOLFE R A,5.0,6.0,3.0,1.0,1.0,4.0,2.0,,,,1.0,23
,,,2386,ALLIE S M,2.0,6.0,2.0,,1.0,5.0,,,,,4.0,20
,,,3531,KIM E,2.0,1.0,5.0,1.0,1.0,1.0,,,,,2.0,13
,,,4109,LEVEQUE V F,6.0,7.0,3.0,2.0,1.0,,,,,,2.0,21
,,ESL    20A,2387,IBARAKI A T,9.0,4.0,1.0,1.0,3.0,,1.0,,,,,19
,,ESL    20B,2388,POREBA J S,4.0,6.0,2.0,,,,,,,,1.0,13
,,ESL    28,2390,IBARAKI A T,10.0,5.0,3.0,2.0,3.0,,,,,,3.0,26
Health Sciences,HEALTH,HEALTH 61,2539,REES D M,23.0,9.0,2.0,4.0,4.0,,,,,,4.0,46
,,HEALTH 900,7038,JABBARI-KOHNEHS N,,,,,,2.0,,,,,,2
,NURSNG,NURSNG  1,3514,FLORES B B,5.0,20.0,13.0,,,,,,,,,38
,,NURSNG  1L,3515,ALVARADO R,,,,,,8.0,,,,,,8
,,,3516,UDEOZOR VA,,,,,,8.0,,,,,,8
,,,3517,FLORES B B,,,,,,8.0,,,,,,8
,,,3518,MAYORGA A,,,,,,7.0,,,,,,7
,,,3545,ISLAS V I,,,,,,7.0,,,,,,7
,,NURSNG  2,3519,CURTIS D F,26.0,12.0,,,,,,,,1.0,1.0,40
,,NURSNG  2L,3520,NUNEZ M G,,,,,,8.0,,,,,,8
,,,3521,FLORES B B,,,,,,7.0,1.0,,,,1.0,9
,,,3522,FARQUHARSON N F,,,,,,7.0,,,,,,7
,,,3523,ISLAS V I,,,,,,8.0,,,,,,8
,,,3525,CURTIS D F,,,,,,8.0,,,,,,8
,,NURSNG  3,3057,MOOSA L,4.0,19.0,6.0,1.0,,,,,,,1.0,31
,,NURSNG  3L,3058,SMITH J M,,,,,,5.0,,,,,,5
,,,3059,KHOJA A M,,,,,,10.0,,,,,,10
,,,3060,MOOSA L,,,,,,7.0,,,,,1.0,8
,,,3061,DIAZ C Y,,,,,,7.0,1.0,,,,,8
,,NURSNG  4,3062,UDEOZOR VA,14.0,13.0,2.0,,,,,,,,,29
,,NURSNG  4L,3063,UDEOZOR VA,,,,,,9.0,,,,,,9
,,,3064,HAWK E Y,,,,,,7.0,,,,,,7
,,,3065,UDEOZOR VA,,,,,,7.0,,,,,,7
,,,3066,PEREZ W A,,,,,,6.0,,,,,,6
,,NURSNG  8,3092,FLORES B B,1.0,21.0,12.0,1.0,,,,,,,,35
,,NURSNG  8L,3093,CURTIS D F,,,,,,7.0,,,,,,7
,,,3094,MORRISON S,,,,,,6.0,,,,,,6
,,,3095,POY T,,,,,,6.0,1.0,,,,,7
,,,3096,KAMAKIA D,,,,,,5.0,,,,,,5
,,,3566,OKONKWO N N,,,,,,10.0,,,,,,10
,,NURSNG  9,3097,MCCASKILL C J,17.0,16.0,1.0,,,,,,,,,34
,,NURSNG  9L,3098,KHOJA A M,,,,,,12.0,,,,,,12
,,,3099,JACKSON E,,,,,,10.0,,,,,,10
,,,3565,MOOSA L,,,,,,12.0,,,,,,12
,,NURSNG 17,3101,KHOJA A M,6.0,20.0,3.0,,1.0,1.0,1.0,,,,7.0,39
,,,4246,UDEOZOR VA,2.0,13.0,6.0,1.0,1.0,,,,,,5.0,28
,,NURSNG 36,3102,MOOSA L,23.0,9.0,2.0,,1.0,,,,,,4.0,39
,,,3104,MOOSA L,17.0,11.0,3.0,1.0,1.0,,,,,,2.0,35
,,NURSNG 900,7049,FLORES B B,,,,,,,,,,,,33
,,,7050,MOOSA L,,,,,,,,,,,2.0,28
,,,7051,FLORES B B,,,,,,,,,,,,36
,,,7066,CURTIS D F,,,,,,,,,,,2.0,35
,RC,RC        1,3599,SANTANA S A,11.0,11.0,,,,,,1.0,,,1.0,24
,,RC      1L,3600,SANTANA S A,5.0,,,,,,,,,,2.0,7
,,,3601,SAHAM R J,5.0,,,,,,,,,,,5
,,,3602,AVILA R A,8.0,,,,,,,,,,,8
,,,3603,REES D M,5.0,,,,,,,,,,,5
,,RC        2,3624,WELCH M A,2.0,7.0,12.0,,1.0,,,,,,,22
,,RC      2L,3626,SANTANA S A,,4.0,1.0,,1.0,,,,,,,6
,,,3627,DARTT M,1.0,1.0,3.0,,,,,,,,,5
,,,3629,WELCH M A,1.0,2.0,2.0,,,,,,,,,5
,,,3630,DIZON B M,,4.0,2.0,,,,,,,,,6
,,RC        3,3625,AVILA R A,16.0,5.0,,,,,,,,,,21
,,RC      3L,3632,SANTANA S A,1.0,3.0,2.0,,,,,,,,,6
,,,3634,COREA A,2.0,3.0,,,,,,,,,,5
,,,3635,ACEVEDO J O,1.0,3.0,1.0,,,,,,,,,5
,,,3636,GARCIA HE,1.0,3.0,1.0,,,,,,,,,5
,,RC        4,3623,ROTHFELD A F,6.0,13.0,2.0,,1.0,,,,,,1.0,23
History,ENVRN,ENVRN  14,2362,COWAN W,8.0,10.0,4.0,,4.0,,,,,,6.0,32
,,ENVRN  32,2364,FOUSER D C,10.0,8.0,,2.0,5.0,,,,,,1.0,26
,HIST,HIST    1,2540,KENT M L,18.0,6.0,6.0,,,,,,,,9.0,39
,,,2541,KENT M L,26.0,3.0,4.0,,,,,,,,3.0,36
,,,2542,BYRNE D,6.0,12.0,8.0,,9.0,,,,,,3.0,38
,,,2543,VERLET M C,6.0,4.0,6.0,2.0,2.0,,,,,,9.0,29
,,,2544,BYRNE D,4.0,14.0,5.0,8.0,9.0,,,,,,3.0,43
,,,2545,STILES C L,23.0,12.0,3.0,,2.0,1.0,,,,,6.0,47
,,,2546,STILES C L,28.0,8.0,1.0,,1.0,1.0,,,,,5.0,44
,,,2547,STILES C L,21.0,15.0,3.0,2.0,1.0,,,,,,3.0,45
,,,2548,STILES C L,20.0,9.0,4.0,,3.0,,,,,,8.0,44
,,,3658,SIMON R,21.0,5.0,1.0,3.0,12.0,1.0,,,,,5.0,48
,,HIST    2,2549,BENNETT H M,26.0,1.0,,,,,,,,,1.0,28
,,,2550,BENNETT H M,17.0,6.0,2.0,1.0,8.0,,,,,,3.0,37
,,,2551,BENNETT H M,21.0,6.0,1.0,1.0,8.0,,,,,,2.0,39
,,,2552,VERLET M C,6.0,4.0,3.0,1.0,3.0,,,,,,9.0,26
,,,2553,BYRNE D,9.0,7.0,4.0,1.0,14.0,,1.0,,,,6.0,42
,,,2555,BENNETT H M,14.0,4.0,2.0,2.0,8.0,,,,,,3.0,33
,,HIST    3,2558,STILES C L,20.0,5.0,4.0,1.0,3.0,,,,,,8.0,41
,,HIST    6,2559,GARCIA R M,14.0,8.0,4.0,,6.0,1.0,,2.0,,,6.0,41
,,HIST   10,2560,REMOLLINO B,32.0,2.0,2.0,2.0,3.0,,,,,,3.0,44
,,,2561,MAYNC T M,9.0,7.0,4.0,1.0,10.0,,,,,,9.0,40
,,,2562,CRUZ J S,10.0,4.0,5.0,6.0,,1.0,,,,,4.0,30
,,,2563,MAYNC T M,11.0,8.0,6.0,1.0,8.0,,,,,,13.0,47
,,,2564,CRUZ J S,16.0,2.0,4.0,3.0,,1.0,,,,,7.0,33
,,,2565,REMOLLINO B,34.0,1.0,,2.0,5.0,,,,,,2.0,44
,,,2566,COWAN W,12.0,9.0,4.0,,10.0,,,,,,9.0,44
,,,2567,SKRIABIN G,36.0,5.0,1.0,,2.0,1.0,,,,,,45
,,,2568,SKRIABIN G,31.0,12.0,,,1.0,,,,,,,44
,,,2569,COWAN W,13.0,12.0,2.0,1.0,8.0,,,,,,8.0,44
,,,2570,AMERIAN-DONNELL S,12.0,15.0,5.0,,4.0,,,,,,4.0,40
,,,2571,AMERIAN-DONNELL S,6.0,10.0,9.0,1.0,,,1.0,,,,15.0,42
,,,2572,SLAUGHTER M A,22.0,3.0,2.0,,2.0,,1.0,,,,12.0,42
,,,3659,SKRIABIN G,18.0,15.0,2.0,,6.0,,,,,,1.0,42
,,HIST   11,2573,AMERIAN-DONNELL S,14.0,2.0,2.0,,,,,,,,3.0,21
,,,2574,AMERIAN-DONNELL S,11.0,17.0,7.0,2.0,1.0,,,,,,8.0,46
,,,2575,GOLDER L,15.0,10.0,3.0,,8.0,,,,,,5.0,41
,,,2577,VANBENSCHOTEN W,9.0,3.0,5.0,1.0,2.0,,,,,,14.0,34
,,,2578,VANBENSCHOTEN W,4.0,8.0,8.0,1.0,5.0,,,1.0,,,5.0,32
,,,2579,LYNCH S H,21.0,10.0,6.0,,1.0,,,,,,5.0,43
,,,2580,BOLELLI D,21.0,17.0,4.0,,1.0,,,,,,3.0,46
,,HIST   12,2581,MORENO M,7.0,3.0,6.0,7.0,5.0,,,,,,11.0,39
,,,2582,MORENO M,7.0,10.0,3.0,2.0,4.0,,,,,,12.0,38
,,,2583,MORENO M,12.0,4.0,2.0,2.0,1.0,,,,,,2.0,23
,,,2584,MORENO M,9.0,13.0,4.0,4.0,2.0,,,,,,4.0,36
,,,2585,MANOFF R J,21.0,8.0,5.0,1.0,4.0,,,,,,2.0,41
,,,2586,CHI J S,17.0,15.0,2.0,,4.0,,,,,,4.0,42
,,,2587,LYNCH S H,22.0,6.0,5.0,1.0,,1.0,,,,,6.0,41
,,,2588,VANBENSCHOTEN W,12.0,10.0,5.0,1.0,,,,,,,8.0,36
,,HIST   13,2589,MCMILLEN R,14.0,4.0,1.0,,9.0,,,,,,8.0,36
,,HIST   14,2590,COWAN W,3.0,1.0,1.0,,2.0,,,,,,1.0,8
,,HIST   16,2593,CLAYBORNE D,6.0,2.0,1.0,,8.0,,,,,,18.0,35
,,,2594,MCMILLEN R,26.0,6.0,2.0,1.0,5.0,,,,,,1.0,41
,,HIST   22,2595,YEGANEHSHAKIB R,32.0,4.0,3.0,,3.0,,,,,,2.0,44
,,HIST   24,2596,REILLY B J,6.0,1.0,,,2.0,1.0,,,,,5.0,15
,,HIST   28,2597,BENNETT H M,13.0,8.0,5.0,1.0,5.0,1.0,,,,,6.0,39
,,HIST   32,2598,FOUSER D C,4.0,4.0,,2.0,2.0,,,,,,2.0,14
,,HIST   33,2599,REILLY B J,8.0,6.0,3.0,,2.0,,,,,,11.0,30
,,,2600,REILLY B J,13.0,5.0,4.0,1.0,3.0,,,,,,12.0,38
,,HIST   34,2601,REILLY B J,12.0,4.0,3.0,2.0,2.0,,1.0,,,,4.0,28
,,HIST   41,2603,BOLELLI D,26.0,10.0,2.0,,,1.0,1.0,,,,6.0,46
,,HIST   43,2604,MORENO M,11.0,1.0,1.0,2.0,4.0,,1.0,,,,13.0,33
,,HIST   53,2605,BOLELLI D,15.0,7.0,2.0,,3.0,,,,,,10.0,37
,,HIST   62,2606,CHI J S,18.0,8.0,6.0,,,2.0,,2.0,,,7.0,43
,,HIST   88A,2607,CHI J S,1.0,,,,,,,,,,1.0,2
,,HIST   88B,2608,CHI J S,2.0,,,,,,,,,,,2
"Kinesiology and
Athletics",HEALTH,HEALTH 10,2526,STRONG L M,11.0,4.0,2.0,1.0,10.0,,,1.0,,,6.0,35
,,,2527,STRONG L M,11.0,2.0,5.0,2.0,7.0,,,1.0,,,2.0,30
,,,2528,ESKRIDGE B M,25.0,4.0,3.0,4.0,2.0,,,,,,8.0,46
,,,2529,HANK M E,30.0,4.0,1.0,2.0,4.0,,,,,,2.0,43
,,,2532,HANK M E,24.0,10.0,2.0,,2.0,,,,,,3.0,41
,,,2533,METZLER K A,27.0,5.0,,,,,,,,,1.0,33
,,,2534,HANK M E,21.0,6.0,1.0,,4.0,,,,,,1.0,33
,,,2535,HANK M E,14.0,9.0,2.0,,7.0,,,,,,2.0,34
,,,2537,METZLER K A,30.0,3.0,5.0,,7.0,1.0,,1.0,,,,47
,,HEALTH 11,2538,SHIMA T H,25.0,1.0,2.0,,4.0,,,,,,2.0,34
,KIN PE,KIN PE  2,2646,METZLER K A,21.0,4.0,2.0,,4.0,,,,,,3.0,34
,,KIN PE  3,2647,METZLER K A,24.0,9.0,3.0,,6.0,,,,,,4.0,46
,,KIN PE  4,2648,METZLER K A,31.0,4.0,4.0,,2.0,1.0,,,,,3.0,45
,,KIN PE 10A,2649,BARNETT R T,8.0,2.0,,,3.0,,,,,,3.0,16
,,,2655,SEYMOUR P S,6.0,,,,,,,,,,6.0,12
,,KIN PE 10C,3529,SEYMOUR P S,6.0,,,,,,,1.0,,,3.0,10
